Genomic bins	SERC_517_10	SERC_517_11	SERC_517_12	SERC_517_13	SERC_517_8	SERC_517_9	SERC_517_6	SERC_517_7	SERC_517_4	SERC_517_5	SERC_517_3	SERC_Zymo_Pos_Control
bin.28	0.957892127244	0.478026761047	0.840412492522	1.029602478	0.880386477172	1.20443263082	0.582871687603	0.936903014673	0.729263098008	0.192232269183	0.973171035423	0.0
bin.296	0.3984260604	0.700556945702	0.33775883826	0.421385702386	1.58373204771	0.757944687222	0.698757990712	0.8415983141	0.232250383574	0.160620215918	0.210437412797	0.00751783404164
bin.253	1.64493843719	1.30460219563	1.09087742641	2.9249939173	1.88987846359	1.60821328779	0.61829220292	0.71822855639	0.572956949352	0.0660709843008	0.691491956364	0.0190267997128
bin.116	14.3637146919	0.0737241066046	12.6605108655	10.708335574	1.84911127479	8.40872200504	1.3030363781	7.58943751851	2.18466305794	0.540497972575	9.98085901671	0.0357401353884
bin.46	1.75140886888	1.35192855336	2.81380613957	2.5758291369	1.60514393906	2.3841913954	1.20279231773	1.81489998777	0.366995760299	0.166022196306	0.398249941901	0.0355005249456
bin.35	3.02361286535	1.65510960377	3.71656373958	3.28015608914	3.4967716789	4.01645498309	1.94062765691	4.22010544236	1.2491950938	0.574167943736	1.69496154055	0.0272553255907
bin.270	0.591278916033	0.0835008680969	1.07907697734	1.88973297657	2.61390322588	1.4883163678	0.0396449105227	0.489249047811	0.538073425461	0.0236416573083	0.491488032351	0.00596446907855
bin.54	0.667300033576	0.323427272944	0.698258950934	0.894077234761	0.813762604066	0.844505825112	0.484382121474	0.722786074155	0.672636464456	0.185202722861	0.779211528242	0.00786164996256
bin.30	0.609448559736	0.380173736902	0.58173083731	0.871285807933	0.849187344655	0.981561642186	0.439115329616	0.698686485049	0.408558691132	0.12099513951	0.639117110271	0.0
bin.150	1.01868963556	1.20447147518	0.900729988664	1.39227877008	2.04098244013	1.41154162171	0.961464639575	1.35243386551	0.505957380483	0.271496909533	0.532488486465	0.00796687225636
bin.219	0.852630899078	1.05473021782	0.89212752975	1.19947169798	1.66085798556	2.24724682705	1.59525904342	1.71145140522	0.421381152651	0.222114622564	0.357703118239	0.0108296310842
bin.88	0.481809863505	0.211599151803	0.240281782881	0.378819399439	0.756010360639	0.62149016747	0.247684037965	0.547668033517	1.50251435968	0.233680856659	0.921271153738	0.00169152097725
bin.266	0.500011461377	0.25627288771	0.815786735239	0.725805609599	0.598907153373	0.682873961479	0.280410067021	0.456585952992	1.39036914833	0.211154735478	1.48721029715	0.00136827654851
bin.319	0.952874782866	1.33582161697	0.428135808632	0.975732895663	2.59403699933	2.55442211911	3.13050876693	1.74743082153	0.604229422885	0.35580944936	0.411816769444	0.00452379755785
bin.16	25.1968501236	9.75145928374	30.3606786518	25.1735973056	32.4732987431	32.0067156619	13.683454821	32.5078147742	34.4779921884	10.141577289	42.9743464371	0.45232818037
bin.302	1.27569590899	0.465876279879	4.14179157427	2.05462564207	2.52415801877	4.1180123813	0.776203512514	1.55514721797	19.6352877733	0.655649934861	7.61701757436	0.0162454775809
bin.127	0.124182951211	0.158127585521	0.0522498298377	0.128351386438	0.536061682271	0.115390919618	0.185364307114	0.0954265636241	9.14997600179	4.79757806369	1.39025916846	0.0061653879728
bin.223	1.29501723252	0.261005126606	3.05972856245	1.66259927857	0.811212492712	2.57935962391	0.485274339317	0.966302091835	1.71394424606	0.17570649946	1.21861173744	0.00714185895265
bin.257	4.21960102738	1.54678608183	5.33933512077	5.34090230344	5.96989455759	6.72221272714	0.884276245141	4.47083497808	6.70518228808	1.30710887155	7.50684679894	0.0188668434803
bin.185	0.809600517479	0.351145104809	0.723839639009	0.620914399644	0.782425045498	0.94108384761	0.440989385513	0.871159070761	0.998908203414	0.275267999455	0.898446115461	0.00354844695437
bin.331	56.9779487254	0.87133417957	5.02128477312	2.61392964298	0.295170266897	10.1631935674	0.239232780119	1.02795909715	0.131227599997	0.119778402695	0.107887021671	0.0135054377074
bin.161	0.149453434241	0.0780446902819	8.14615232105	12.2074704129	7.39259588895	3.33872507717	0.0264821823795	0.146875845778	0.416935854439	0.0695148589506	0.396157594063	0.0112429241438
bin.95	2.15564215932	0.822527050153	1.06221931785	1.92403713503	1.07362836279	1.01263553471	0.770368770667	2.80837218821	0.676853434505	0.325096148475	1.97669986605	0.0105421205963
bin.174	0.597241883587	0.231019794015	0.439925657585	0.646434904842	1.23272309415	1.27843716477	0.774351412942	0.853556375245	0.910591499952	0.2552728118	1.01599032175	0.00398693081307
bin.289	0.338302059297	1.1041804034	0.203308895817	0.202687460255	0.350827056582	0.469646100557	1.51120953962	0.484758305931	3.33603701186	2.56088338517	2.06568030254	0.033986242421
bin.170	2.76953986554	3.05175781563	1.51010351449	3.54869590074	4.8214720155	3.20055762489	3.61219726333	3.21387365184	4.042721966	2.21190064035	3.07005706479	0.0159641056482
bin.39	1.90455065766	1.48141303354	1.91656282905	2.51118574705	2.33835763807	2.23383569904	1.54433940286	2.44003132186	0.432462348357	0.280521043678	0.719591590772	0.0172729661732
bin.187	0.300259421606	3.61429470456	0.177849506353	0.508547353146	1.17619472961	0.343292348727	2.1369496653	0.341149256818	0.227256062005	1.17236666553	0.287545705892	0.00481771700743
