bin.181.fa	Bacteria_97;Proteobacteria_87
bin.83.fa	Bacteria_88
bin.212.fa	Bacteria_99;Proteobacteria_93;Betaproteobacteria_89;Burkholderiales_98;Comamonadaceae_93;Hydrogenophaga_61;Hydrogenophaga crassostreae_71
bin.74.fa	Bacteria_68
bin.175.fa	Bacteria_80;Bacteroidetes_84
bin.221.fa	Bacteria_92;Proteobacteria_84;Alphaproteobacteria_97;Pelagibacterales_100;Pelagibacteraceae_89;Candidatus Pelagibacter_54
bin.310.fa	Bacteria_99;Actinobacteria_78;Actinobacteria_99;Micrococcales_62;Microbacteriaceae_60
bin.76.fa	Bacteria_98;Proteobacteria_97;Betaproteobacteria_57;Burkholderiales_98;Comamonadaceae_97;Acidovorax_54
bin.223.fa	Bacteria_98;Planctomycetes_66;Planctomycetia_99;Planctomycetales_100;Planctomycetaceae_99
bin.264.fa	Bacteria_99;Proteobacteria_98;Gammaproteobacteria_97;Pseudomonadales_99;Pseudomonadaceae_100;Pseudomonas_95
bin.13.fa	Viruses_87;Caudovirales_77;Myoviridae_89
bin.308.fa	Bacteria_97
bin.230.fa	Bacteria_91
bin.59.fa	Bacteria_96;Bacteroidetes_79;Flavobacteriia_97;Flavobacteriales_99;Flavobacteriaceae_99
bin.298.fa	Bacteria_98;Proteobacteria_92;Gammaproteobacteria_94
bin.208.fa	Bacteria_99;Proteobacteria_96;Alphaproteobacteria_89;Rhodobacterales_84;Rhodobacteraceae_99
bin.325.fa	Bacteria_69;Proteobacteria_77;Gammaproteobacteria_56;Pseudomonadales_100;Pseudomonadaceae_100
bin.90.fa	Bacteria_97;Bacteroidetes_89;Flavobacteriia_89;Flavobacteriales_100;Flavobacteriaceae_99
bin.119.fa	Eukaryota_73
bin.102.fa	Eukaryota_82
bin.125.fa	Bacteria_98;Bacteroidetes_91;Flavobacteriia_97;Flavobacteriales_100;Flavobacteriaceae_100
bin.40.fa	Bacteria_92;Proteobacteria_78;Gammaproteobacteria_54;Pseudomonadales_76;Pseudomonadaceae_94
bin.92.fa	Bacteria_96;Proteobacteria_89;Alphaproteobacteria_96;Pelagibacterales_99;Pelagibacteraceae_91;Candidatus Pelagibacter_71
bin.49.fa	
bin.91.fa	Bacteria_93;Proteobacteria_87;Alphaproteobacteria_64;Pelagibacterales_98;Pelagibacteraceae_92;Candidatus Pelagibacter_64
bin.126.fa	Bacteria_96;Bacteroidetes_80;Flavobacteriia_52;Flavobacteriales_100;Flavobacteriaceae_96
bin.3.fa	Bacteria_100;Proteobacteria_98;Gammaproteobacteria_100;Enterobacterales_100;Enterobacteriaceae_100;Salmonella_89;Salmonella enterica_100
bin.291.fa	Bacteria_74;Bacteroidetes_80;Flavobacteriia_69;Flavobacteriales_100;Flavobacteriaceae_100
bin.26.fa	Bacteria_98
bin.88.fa	Bacteria_97
bin.6.fa	Bacteria_100;Firmicutes_93;Bacilli_100;Bacillales_97;Staphylococcaceae_90;Staphylococcus_99;Staphylococcus aureus_92
bin.42.fa	Bacteria_100;Bacteroidetes_64
bin.128.fa	Bacteria_97
bin.65.fa	Bacteria_97;Bacteroidetes_92;Flavobacteriia_97;Flavobacteriales_100;Flavobacteriaceae_99
bin.282.fa	Bacteria_98;Actinobacteria_63;Actinobacteria_100
bin.209.fa	Bacteria_90;Proteobacteria_66;Oligoflexia_78;Bacteriovoracales_99;Halobacteriovoraceae_62
bin.266.fa	Bacteria_99;Proteobacteria_93;Alphaproteobacteria_84;Rhodobacterales_73;Rhodobacteraceae_99
bin.261.fa	Bacteria_95;Proteobacteria_89;Gammaproteobacteria_91
bin.166.fa	Bacteria_70
bin.56.fa	Bacteria_96;Proteobacteria_94;Alphaproteobacteria_96;Pelagibacterales_99;Pelagibacteraceae_97
bin.86.fa	Bacteria_100
bin.111.fa	Bacteria_96;Bacteroidetes_80;Flavobacteriia_85;Flavobacteriales_100;Flavobacteriaceae_89
bin.67.fa	
bin.262.fa	Bacteria_99;Proteobacteria_98;Gammaproteobacteria_99;Enterobacterales_97;Yersiniaceae_89;Rahnella_92;Rahnella sp. Y9602_99
bin.63.fa	Bacteria_93;Proteobacteria_90;Alphaproteobacteria_89;Pelagibacterales_97;Pelagibacteraceae_95;Candidatus Pelagibacter_66
bin.134.fa	Bacteria_98;Actinobacteria_76;Actinobacteria_99;Micrococcales_61;Microbacteriaceae_65
bin.131.fa	Bacteria_87
bin.31.fa	Viruses_53
